batting_team,bowling_team,venue,overs,current_score,wickets,runs_last_5_overs,wickets_last_5_overs,total_score
Punjab Kings,Royal Challengers Bangalore,M Chinnaswamy Stadium,17.2,204,4,67,4,223
Rajasthan Royals,Mumbai Indians,Punjab Cricket Association Stadium,13.6,74,5,68,3,115
Mumbai Indians,Punjab Kings,M Chinnaswamy Stadium,15.4,103,2,50,2,127
Gujarat Titans,Punjab Kings,Punjab Cricket Association Stadium,10.2,117,2,39,2,194
Rajasthan Royals,Lucknow Super Giants,Punjab Cricket Association Stadium,5.4,45,1,37,1,222
Royal Challengers Bangalore,Chennai Super Kings,Sawai Mansingh Stadium,5.7,58,5,41,1,157
Delhi Capitals,Punjab Kings,Rajiv Gandhi International Stadium,10.2,97,1,66,0,184
Mumbai Indians,Delhi Capitals,Punjab Cricket Association Stadium,8.2,43,0,32,0,192
Royal Challengers Bangalore,Chennai Super Kings,Narendra Modi Stadium,13.4,107,3,40,3,169
Rajasthan Royals,Punjab Kings,Wankhede Stadium,11.9,100,2,39,1,146
Kolkata Knight Riders,Sunrisers Hyderabad,MA Chidambaram Stadium,6.0,69,4,56,2,198
Sunrisers Hyderabad,Rajasthan Royals,Sawai Mansingh Stadium,12.8,89,1,30,1,149
Chennai Super Kings,Lucknow Super Giants,Rajiv Gandhi International Stadium,12.6,67,2,38,0,106
Royal Challengers Bangalore,Gujarat Titans,Rajiv Gandhi International Stadium,15.6,183,4,38,0,219
Rajasthan Royals,Royal Challengers Bangalore,M Chinnaswamy Stadium,16.8,105,5,51,1,126
Chennai Super Kings,Lucknow Super Giants,Eden Gardens,15.3,94,3,36,1,136
Lucknow Super Giants,Sunrisers Hyderabad,Wankhede Stadium,16.0,91,4,56,1,128
Royal Challengers Bangalore,Punjab Kings,M Chinnaswamy Stadium,15.1,152,3,40,0,203
Kolkata Knight Riders,Delhi Capitals,Sawai Mansingh Stadium,17.4,172,4,32,2,184
Delhi Capitals,Kolkata Knight Riders,Sawai Mansingh Stadium,17.2,87,3,56,3,108
Lucknow Super Giants,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,15.4,169,2,42,0,217
Punjab Kings,Royal Challengers Bangalore,Sawai Mansingh Stadium,7.3,52,4,53,3,155
Kolkata Knight Riders,Royal Challengers Bangalore,Narendra Modi Stadium,5.8,51,2,52,0,190
Gujarat Titans,Rajasthan Royals,Feroz Shah Kotla,10.9,59,3,39,0,123
Sunrisers Hyderabad,Royal Challengers Bangalore,Eden Gardens,18.7,177,3,58,0,185
Delhi Capitals,Mumbai Indians,Punjab Cricket Association Stadium,9.0,72,1,48,0,204
Mumbai Indians,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,6.6,51,3,42,0,132
Chennai Super Kings,Mumbai Indians,Rajiv Gandhi International Stadium,12.0,82,4,28,1,122
Sunrisers Hyderabad,Rajasthan Royals,Eden Gardens,13.7,128,2,68,0,187
Rajasthan Royals,Sunrisers Hyderabad,Sawai Mansingh Stadium,15.2,140,2,63,1,169
Mumbai Indians,Punjab Kings,Narendra Modi Stadium,18.7,189,3,55,1,199
Royal Challengers Bangalore,Punjab Kings,Sawai Mansingh Stadium,8.7,70,3,55,1,126
Mumbai Indians,Kolkata Knight Riders,Feroz Shah Kotla,11.3,63,3,44,1,135
Sunrisers Hyderabad,Punjab Kings,Feroz Shah Kotla,13.9,131,2,33,2,172
Punjab Kings,Chennai Super Kings,MA Chidambaram Stadium,8.1,55,1,45,1,128
Rajasthan Royals,Punjab Kings,Punjab Cricket Association Stadium,18.8,204,4,52,2,209
Gujarat Titans,Royal Challengers Bangalore,Wankhede Stadium,10.4,119,3,65,2,200
Gujarat Titans,Sunrisers Hyderabad,Arun Jaitley Stadium,8.6,85,4,62,0,163
Mumbai Indians,Delhi Capitals,Sawai Mansingh Stadium,5.3,37,1,47,1,193
Delhi Capitals,Sunrisers Hyderabad,Sawai Mansingh Stadium,10.9,104,1,32,0,166
Chennai Super Kings,Kolkata Knight Riders,Punjab Cricket Association Stadium,14.6,163,2,38,0,199
Gujarat Titans,Delhi Capitals,Sawai Mansingh Stadium,12.5,109,4,66,1,157
Lucknow Super Giants,Punjab Kings,Arun Jaitley Stadium,12.3,142,2,49,1,223
Punjab Kings,Delhi Capitals,MA Chidambaram Stadium,14.8,160,4,55,0,202
Royal Challengers Bangalore,Punjab Kings,MA Chidambaram Stadium,8.3,48,1,57,1,120
Rajasthan Royals,Sunrisers Hyderabad,Wankhede Stadium,5.3,32,2,29,0,156
Sunrisers Hyderabad,Delhi Capitals,Feroz Shah Kotla,13.8,92,0,42,0,138
Lucknow Super Giants,Kolkata Knight Riders,M Chinnaswamy Stadium,18.9,176,3,56,1,184
Punjab Kings,Delhi Capitals,M Chinnaswamy Stadium,11.0,122,2,52,0,188
Rajasthan Royals,Gujarat Titans,Rajiv Gandhi International Stadium,7.1,69,1,65,0,184
Chennai Super Kings,Delhi Capitals,MA Chidambaram Stadium,11.1,56,1,46,1,146
Chennai Super Kings,Mumbai Indians,MA Chidambaram Stadium,8.7,44,6,60,1,130
Mumbai Indians,Rajasthan Royals,Eden Gardens,17.8,147,0,42,0,161
Kolkata Knight Riders,Sunrisers Hyderabad,Punjab Cricket Association Stadium,17.7,136,2,54,0,153
Sunrisers Hyderabad,Gujarat Titans,Eden Gardens,16.7,134,3,40,1,157
Gujarat Titans,Delhi Capitals,Arun Jaitley Stadium,11.7,117,2,34,1,161
Punjab Kings,Kolkata Knight Riders,Sawai Mansingh Stadium,16.7,173,1,59,1,209
Sunrisers Hyderabad,Gujarat Titans,Feroz Shah Kotla,12.5,74,3,33,3,139
Rajasthan Royals,Lucknow Super Giants,Sawai Mansingh Stadium,17.9,162,2,57,0,175
Lucknow Super Giants,Chennai Super Kings,Sawai Mansingh Stadium,9.6,64,3,33,0,156
Lucknow Super Giants,Sunrisers Hyderabad,Eden Gardens,10.6,113,4,67,1,169
Delhi Capitals,Royal Challengers Bangalore,MA Chidambaram Stadium,7.8,76,2,54,2,147
Sunrisers Hyderabad,Lucknow Super Giants,Punjab Cricket Association Stadium,15.1,114,1,36,0,169
Lucknow Super Giants,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,8.5,75,0,55,0,216
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,17.9,130,6,29,1,145
Delhi Capitals,Lucknow Super Giants,Punjab Cricket Association Stadium,16.7,183,2,43,0,200
Sunrisers Hyderabad,Mumbai Indians,Arun Jaitley Stadium,10.2,106,3,25,2,156
Lucknow Super Giants,Mumbai Indians,Wankhede Stadium,17.1,159,6,44,1,173
Punjab Kings,Lucknow Super Giants,Wankhede Stadium,13.7,157,3,69,3,209
Sunrisers Hyderabad,Chennai Super Kings,Arun Jaitley Stadium,5.8,47,4,47,2,132
Rajasthan Royals,Lucknow Super Giants,Feroz Shah Kotla,7.3,68,2,45,2,136
Sunrisers Hyderabad,Mumbai Indians,Feroz Shah Kotla,16.3,151,6,31,1,180
Kolkata Knight Riders,Mumbai Indians,Eden Gardens,13.5,123,1,26,1,185
Delhi Capitals,Chennai Super Kings,Rajiv Gandhi International Stadium,17.8,199,4,58,0,218
Rajasthan Royals,Chennai Super Kings,Arun Jaitley Stadium,19.5,101,5,40,0,105
Mumbai Indians,Gujarat Titans,M Chinnaswamy Stadium,16.8,184,1,42,0,206
Lucknow Super Giants,Punjab Kings,Punjab Cricket Association Stadium,8.3,68,1,32,0,208
Gujarat Titans,Lucknow Super Giants,Eden Gardens,16.0,188,3,38,0,210
Royal Challengers Bangalore,Mumbai Indians,Narendra Modi Stadium,8.7,65,1,34,1,154
Royal Challengers Bangalore,Lucknow Super Giants,Eden Gardens,17.5,106,1,38,1,129
Lucknow Super Giants,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,12.3,73,3,45,0,147
Mumbai Indians,Delhi Capitals,Sawai Mansingh Stadium,5.8,45,6,49,3,111
Delhi Capitals,Kolkata Knight Riders,Feroz Shah Kotla,12.1,123,3,63,1,182
Punjab Kings,Sunrisers Hyderabad,MA Chidambaram Stadium,16.1,94,2,50,1,130
Delhi Capitals,Rajasthan Royals,Wankhede Stadium,8.3,73,2,50,0,154
Lucknow Super Giants,Sunrisers Hyderabad,M Chinnaswamy Stadium,8.2,51,5,41,1,105
Rajasthan Royals,Mumbai Indians,Rajiv Gandhi International Stadium,13.1,142,3,34,1,186
Sunrisers Hyderabad,Punjab Kings,MA Chidambaram Stadium,5.0,55,3,45,0,136
Delhi Capitals,Lucknow Super Giants,Sawai Mansingh Stadium,12.0,137,0,38,0,198
Chennai Super Kings,Sunrisers Hyderabad,MA Chidambaram Stadium,18.2,150,2,46,1,170
Sunrisers Hyderabad,Kolkata Knight Riders,M Chinnaswamy Stadium,16.2,126,2,34,0,158
Rajasthan Royals,Lucknow Super Giants,Punjab Cricket Association Stadium,13.9,158,2,26,1,221
Delhi Capitals,Kolkata Knight Riders,Wankhede Stadium,7.3,37,2,57,0,151
Chennai Super Kings,Mumbai Indians,Sawai Mansingh Stadium,9.1,56,4,59,0,144
Delhi Capitals,Gujarat Titans,Feroz Shah Kotla,13.2,151,1,25,1,199
Royal Challengers Bangalore,Gujarat Titans,Punjab Cricket Association Stadium,10.0,52,5,39,4,107
Rajasthan Royals,Mumbai Indians,Narendra Modi Stadium,19.0,96,5,28,1,101
Punjab Kings,Gujarat Titans,Punjab Cricket Association Stadium,17.1,197,1,66,0,215
Delhi Capitals,Royal Challengers Bangalore,Arun Jaitley Stadium,7.4,67,2,47,0,170
Punjab Kings,Lucknow Super Giants,Wankhede Stadium,14.6,149,5,25,0,189
Mumbai Indians,Kolkata Knight Riders,Sawai Mansingh Stadium,11.0,85,5,33,0,137
Rajasthan Royals,Kolkata Knight Riders,MA Chidambaram Stadium,11.2,121,2,37,1,199
Delhi Capitals,Punjab Kings,Narendra Modi Stadium,11.3,69,1,65,0,160
Mumbai Indians,Chennai Super Kings,Punjab Cricket Association Stadium,14.6,168,5,25,2,205
Lucknow Super Giants,Kolkata Knight Riders,M Chinnaswamy Stadium,11.7,68,2,51,1,145
Rajasthan Royals,Delhi Capitals,Feroz Shah Kotla,12.7,72,2,67,2,154
Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,11.3,83,0,27,0,148
Mumbai Indians,Kolkata Knight Riders,Eden Gardens,13.9,94,4,40,0,147
Sunrisers Hyderabad,Kolkata Knight Riders,M Chinnaswamy Stadium,9.8,63,1,46,1,146
Royal Challengers Bangalore,Kolkata Knight Riders,Arun Jaitley Stadium,16.7,179,2,66,0,215
Kolkata Knight Riders,Lucknow Super Giants,MA Chidambaram Stadium,14.9,129,0,46,0,183
Gujarat Titans,Chennai Super Kings,Rajiv Gandhi International Stadium,19.1,170,1,43,0,178
Gujarat Titans,Kolkata Knight Riders,Narendra Modi Stadium,18.6,179,0,40,0,195
Lucknow Super Giants,Gujarat Titans,M Chinnaswamy Stadium,16.8,155,2,40,1,184
Chennai Super Kings,Kolkata Knight Riders,Wankhede Stadium,6.0,46,1,62,0,163
Mumbai Indians,Kolkata Knight Riders,Arun Jaitley Stadium,7.4,82,2,57,1,217
Mumbai Indians,Chennai Super Kings,Eden Gardens,18.5,211,4,55,1,224
Lucknow Super Giants,Chennai Super Kings,Eden Gardens,7.1,76,3,66,0,201
Punjab Kings,Sunrisers Hyderabad,M Chinnaswamy Stadium,12.0,103,2,26,0,145
Delhi Capitals,Royal Challengers Bangalore,Sawai Mansingh Stadium,19.2,225,3,61,2,230
Mumbai Indians,Sunrisers Hyderabad,Arun Jaitley Stadium,19.4,100,3,67,0,105
Delhi Capitals,Royal Challengers Bangalore,Narendra Modi Stadium,8.2,58,2,32,1,185
Kolkata Knight Riders,Chennai Super Kings,Narendra Modi Stadium,6.2,48,1,54,1,147
Lucknow Super Giants,Royal Challengers Bangalore,Wankhede Stadium,5.3,57,2,64,2,138
Chennai Super Kings,Royal Challengers Bangalore,Punjab Cricket Association Stadium,13.3,103,0,51,0,180
Punjab Kings,Delhi Capitals,Sawai Mansingh Stadium,9.4,49,4,56,0,148
Rajasthan Royals,Delhi Capitals,M Chinnaswamy Stadium,10.4,92,0,44,0,164
Mumbai Indians,Gujarat Titans,M Chinnaswamy Stadium,16.9,194,1,40,1,215
Gujarat Titans,Mumbai Indians,Arun Jaitley Stadium,15.9,85,2,42,1,121
Sunrisers Hyderabad,Royal Challengers Bangalore,MA Chidambaram Stadium,16.7,172,1,37,0,199
Punjab Kings,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,14.9,80,0,42,0,133
Rajasthan Royals,Sunrisers Hyderabad,Arun Jaitley Stadium,8.8,98,2,43,0,203
Punjab Kings,Delhi Capitals,M Chinnaswamy Stadium,17.0,165,2,58,0,193
Royal Challengers Bangalore,Kolkata Knight Riders,Punjab Cricket Association Stadium,8.9,49,5,51,1,121
Rajasthan Royals,Kolkata Knight Riders,Punjab Cricket Association Stadium,14.0,110,2,63,0,176
Mumbai Indians,Royal Challengers Bangalore,Punjab Cricket Association Stadium,15.0,161,2,61,0,214
Punjab Kings,Delhi Capitals,MA Chidambaram Stadium,19.4,136,2,63,0,139
Punjab Kings,Mumbai Indians,Rajiv Gandhi International Stadium,19.2,186,4,55,1,190
Mumbai Indians,Gujarat Titans,Sawai Mansingh Stadium,16.1,106,3,34,0,128
Delhi Capitals,Gujarat Titans,M Chinnaswamy Stadium,13.8,151,0,58,0,208
Delhi Capitals,Rajasthan Royals,M Chinnaswamy Stadium,18.5,135,1,28,0,143
Mumbai Indians,Gujarat Titans,Narendra Modi Stadium,14.2,113,2,54,1,175
Chennai Super Kings,Sunrisers Hyderabad,Narendra Modi Stadium,13.4,119,1,29,1,196
Mumbai Indians,Delhi Capitals,Punjab Cricket Association Stadium,10.9,65,3,65,2,159
Mumbai Indians,Rajasthan Royals,Wankhede Stadium,9.3,46,1,54,1,157
Lucknow Super Giants,Mumbai Indians,MA Chidambaram Stadium,9.7,93,2,29,2,172
Delhi Capitals,Sunrisers Hyderabad,Feroz Shah Kotla,15.6,163,1,57,0,195
Gujarat Titans,Royal Challengers Bangalore,Feroz Shah Kotla,5.2,45,4,49,1,143
Delhi Capitals,Punjab Kings,Narendra Modi Stadium,8.5,48,1,32,1,178
Mumbai Indians,Delhi Capitals,Rajiv Gandhi International Stadium,19.4,176,2,43,2,179
Sunrisers Hyderabad,Kolkata Knight Riders,Punjab Cricket Association Stadium,14.2,83,6,52,0,105
Royal Challengers Bangalore,Sunrisers Hyderabad,Wankhede Stadium,9.1,73,3,68,0,156
Sunrisers Hyderabad,Lucknow Super Giants,Wankhede Stadium,13.5,118,1,29,1,164
Gujarat Titans,Mumbai Indians,Rajiv Gandhi International Stadium,14.2,152,0,47,0,199
Mumbai Indians,Punjab Kings,Wankhede Stadium,13.9,156,4,45,0,206
Gujarat Titans,Kolkata Knight Riders,Arun Jaitley Stadium,13.1,98,1,39,0,171
Punjab Kings,Delhi Capitals,Eden Gardens,15.2,111,4,67,0,135
Chennai Super Kings,Gujarat Titans,Narendra Modi Stadium,13.5,159,1,40,1,223
Kolkata Knight Riders,Rajasthan Royals,Punjab Cricket Association Stadium,19.5,159,2,64,1,163
Rajasthan Royals,Mumbai Indians,Eden Gardens,11.4,108,0,61,0,188
Mumbai Indians,Lucknow Super Giants,MA Chidambaram Stadium,13.7,124,2,42,0,185
Sunrisers Hyderabad,Delhi Capitals,Wankhede Stadium,8.0,43,4,61,1,133
Gujarat Titans,Kolkata Knight Riders,Arun Jaitley Stadium,18.2,141,1,31,1,152
Chennai Super Kings,Gujarat Titans,Rajiv Gandhi International Stadium,18.6,191,2,46,2,206
Rajasthan Royals,Punjab Kings,Sawai Mansingh Stadium,6.8,75,3,43,1,210
Sunrisers Hyderabad,Rajasthan Royals,Punjab Cricket Association Stadium,14.7,123,2,69,0,177
Lucknow Super Giants,Kolkata Knight Riders,Narendra Modi Stadium,9.1,53,3,51,1,120
Delhi Capitals,Punjab Kings,Punjab Cricket Association Stadium,11.4,60,5,62,2,113
Delhi Capitals,Mumbai Indians,Arun Jaitley Stadium,18.9,166,3,33,0,175
Rajasthan Royals,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,16.1,139,2,44,0,164
Chennai Super Kings,Lucknow Super Giants,Punjab Cricket Association Stadium,7.9,60,0,42,0,165
Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,17.2,103,1,28,1,134
Kolkata Knight Riders,Mumbai Indians,Feroz Shah Kotla,13.1,153,0,29,0,203
Gujarat Titans,Mumbai Indians,Rajiv Gandhi International Stadium,12.8,121,0,67,0,168
Mumbai Indians,Delhi Capitals,Wankhede Stadium,7.5,44,1,36,0,195
Rajasthan Royals,Punjab Kings,Eden Gardens,14.9,173,1,49,0,201
Gujarat Titans,Rajasthan Royals,Narendra Modi Stadium,14.7,139,3,40,0,168
Kolkata Knight Riders,Sunrisers Hyderabad,Narendra Modi Stadium,18.9,173,3,29,0,183
Mumbai Indians,Delhi Capitals,Punjab Cricket Association Stadium,14.8,130,2,37,0,182
Chennai Super Kings,Rajasthan Royals,Wankhede Stadium,19.4,129,3,43,1,134
Rajasthan Royals,Delhi Capitals,MA Chidambaram Stadium,9.8,99,5,56,0,162
Sunrisers Hyderabad,Punjab Kings,Arun Jaitley Stadium,13.0,101,2,55,1,144
Punjab Kings,Rajasthan Royals,Rajiv Gandhi International Stadium,18.8,209,3,55,1,217
Delhi Capitals,Rajasthan Royals,Wankhede Stadium,13.6,122,1,49,1,189
Mumbai Indians,Gujarat Titans,Arun Jaitley Stadium,5.4,40,3,50,2,152
Rajasthan Royals,Mumbai Indians,M Chinnaswamy Stadium,6.9,47,3,25,1,166
Punjab Kings,Delhi Capitals,Feroz Shah Kotla,5.3,48,2,29,1,162
Punjab Kings,Rajasthan Royals,Narendra Modi Stadium,12.6,142,1,63,1,223
Delhi Capitals,Rajasthan Royals,Rajiv Gandhi International Stadium,11.2,114,3,33,0,172
Mumbai Indians,Kolkata Knight Riders,MA Chidambaram Stadium,13.0,118,2,28,0,177
Gujarat Titans,Delhi Capitals,Narendra Modi Stadium,8.1,56,2,54,2,130
Delhi Capitals,Sunrisers Hyderabad,Narendra Modi Stadium,17.8,146,6,64,0,156
Kolkata Knight Riders,Punjab Kings,MA Chidambaram Stadium,18.0,122,1,63,1,136
Gujarat Titans,Lucknow Super Giants,M Chinnaswamy Stadium,16.0,165,2,68,2,205
Gujarat Titans,Mumbai Indians,Feroz Shah Kotla,16.1,158,2,55,2,190
Gujarat Titans,Kolkata Knight Riders,M Chinnaswamy Stadium,9.5,75,3,37,0,173
Gujarat Titans,Royal Challengers Bangalore,Sawai Mansingh Stadium,18.2,138,5,40,0,149
Sunrisers Hyderabad,Rajasthan Royals,Arun Jaitley Stadium,6.6,44,3,63,2,163
Sunrisers Hyderabad,Mumbai Indians,MA Chidambaram Stadium,18.7,182,3,30,0,194
Gujarat Titans,Royal Challengers Bangalore,M Chinnaswamy Stadium,17.5,104,6,63,0,121
Rajasthan Royals,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,15.8,153,2,27,1,197
Lucknow Super Giants,Chennai Super Kings,MA Chidambaram Stadium,10.6,65,3,48,1,155
Royal Challengers Bangalore,Delhi Capitals,Rajiv Gandhi International Stadium,17.0,169,2,56,0,201
Rajasthan Royals,Royal Challengers Bangalore,Wankhede Stadium,15.5,89,2,68,2,119
Chennai Super Kings,Punjab Kings,Rajiv Gandhi International Stadium,18.7,132,2,25,2,141
Delhi Capitals,Gujarat Titans,Arun Jaitley Stadium,10.0,86,4,69,0,135
Sunrisers Hyderabad,Royal Challengers Bangalore,Punjab Cricket Association Stadium,14.6,133,3,61,1,173
Rajasthan Royals,Sunrisers Hyderabad,Wankhede Stadium,8.7,89,4,66,0,143
Rajasthan Royals,Kolkata Knight Riders,MA Chidambaram Stadium,8.0,63,1,66,1,140
Sunrisers Hyderabad,Rajasthan Royals,Narendra Modi Stadium,6.0,60,2,48,0,166
Gujarat Titans,Chennai Super Kings,Sawai Mansingh Stadium,14.0,140,1,69,0,175
Delhi Capitals,Punjab Kings,M Chinnaswamy Stadium,7.8,41,3,55,3,155
Royal Challengers Bangalore,Gujarat Titans,Wankhede Stadium,11.7,139,4,69,1,208
Kolkata Knight Riders,Royal Challengers Bangalore,Sawai Mansingh Stadium,10.0,50,2,40,1,121
Royal Challengers Bangalore,Sunrisers Hyderabad,Arun Jaitley Stadium,8.5,56,0,33,0,158
Gujarat Titans,Punjab Kings,MA Chidambaram Stadium,10.5,116,3,67,0,178
Lucknow Super Giants,Rajasthan Royals,Punjab Cricket Association Stadium,9.3,67,2,53,0,128
Mumbai Indians,Chennai Super Kings,MA Chidambaram Stadium,18.2,115,2,67,0,134
Delhi Capitals,Punjab Kings,M Chinnaswamy Stadium,7.4,81,0,48,0,181
Royal Challengers Bangalore,Punjab Kings,Rajiv Gandhi International Stadium,9.2,70,2,56,0,147
Lucknow Super Giants,Gujarat Titans,MA Chidambaram Stadium,12.3,130,2,49,0,188
Delhi Capitals,Kolkata Knight Riders,MA Chidambaram Stadium,11.0,58,4,33,2,135
Lucknow Super Giants,Rajasthan Royals,Eden Gardens,6.6,78,3,33,0,216
Sunrisers Hyderabad,Delhi Capitals,Rajiv Gandhi International Stadium,18.3,205,2,40,0,220
Royal Challengers Bangalore,Punjab Kings,MA Chidambaram Stadium,10.2,61,3,33,0,126
Gujarat Titans,Sunrisers Hyderabad,M Chinnaswamy Stadium,14.3,131,3,46,1,162
Punjab Kings,Sunrisers Hyderabad,MA Chidambaram Stadium,17.8,131,1,56,0,144
Chennai Super Kings,Punjab Kings,Rajiv Gandhi International Stadium,13.8,92,1,31,0,130
Gujarat Titans,Lucknow Super Giants,MA Chidambaram Stadium,18.2,91,1,38,1,112
Rajasthan Royals,Kolkata Knight Riders,Feroz Shah Kotla,8.0,81,4,32,1,159
Gujarat Titans,Kolkata Knight Riders,M Chinnaswamy Stadium,16.0,117,4,36,1,151
Lucknow Super Giants,Delhi Capitals,Narendra Modi Stadium,18.3,145,3,40,3,156
Royal Challengers Bangalore,Sunrisers Hyderabad,Wankhede Stadium,11.3,123,7,27,1,169
Mumbai Indians,Gujarat Titans,Arun Jaitley Stadium,15.9,119,3,34,0,156
Punjab Kings,Gujarat Titans,Eden Gardens,12.0,78,6,56,0,124
Gujarat Titans,Kolkata Knight Riders,Sawai Mansingh Stadium,6.8,43,0,26,0,183
Chennai Super Kings,Rajasthan Royals,MA Chidambaram Stadium,17.2,152,2,57,2,177
Kolkata Knight Riders,Royal Challengers Bangalore,Arun Jaitley Stadium,6.0,67,1,61,1,189
Lucknow Super Giants,Royal Challengers Bangalore,Feroz Shah Kotla,17.4,128,1,59,1,150
Royal Challengers Bangalore,Kolkata Knight Riders,Rajiv Gandhi International Stadium,7.4,73,2,34,0,164
Rajasthan Royals,Kolkata Knight Riders,MA Chidambaram Stadium,13.1,144,6,27,1,179
Sunrisers Hyderabad,Rajasthan Royals,Sawai Mansingh Stadium,12.7,113,2,52,2,160
Lucknow Super Giants,Rajasthan Royals,Narendra Modi Stadium,14.7,137,3,48,0,187
Royal Challengers Bangalore,Punjab Kings,Eden Gardens,7.7,43,3,50,0,169
Kolkata Knight Riders,Gujarat Titans,Rajiv Gandhi International Stadium,18.4,156,2,46,0,173
Chennai Super Kings,Royal Challengers Bangalore,MA Chidambaram Stadium,5.2,46,2,68,1,145
Royal Challengers Bangalore,Delhi Capitals,Narendra Modi Stadium,12.0,96,0,29,0,154
Delhi Capitals,Mumbai Indians,M Chinnaswamy Stadium,12.3,127,0,50,0,175
Gujarat Titans,Mumbai Indians,Sawai Mansingh Stadium,5.8,62,1,44,1,181
Royal Challengers Bangalore,Gujarat Titans,Punjab Cricket Association Stadium,5.6,45,3,29,0,124
Delhi Capitals,Lucknow Super Giants,Sawai Mansingh Stadium,16.1,189,5,45,1,210
Mumbai Indians,Chennai Super Kings,Punjab Cricket Association Stadium,9.6,110,0,46,0,190
Chennai Super Kings,Rajasthan Royals,Narendra Modi Stadium,10.0,109,2,25,1,198
Mumbai Indians,Kolkata Knight Riders,Punjab Cricket Association Stadium,6.2,60,2,51,1,207
Delhi Capitals,Punjab Kings,Feroz Shah Kotla,14.4,162,1,38,0,227
Chennai Super Kings,Punjab Kings,M Chinnaswamy Stadium,16.0,155,1,59,1,193
Mumbai Indians,Gujarat Titans,Eden Gardens,5.6,40,1,69,0,133
Chennai Super Kings,Mumbai Indians,Sawai Mansingh Stadium,8.0,83,2,26,1,211
Gujarat Titans,Royal Challengers Bangalore,Sawai Mansingh Stadium,6.3,55,3,67,3,196
Sunrisers Hyderabad,Chennai Super Kings,M Chinnaswamy Stadium,9.0,65,4,58,0,137
Chennai Super Kings,Mumbai Indians,Feroz Shah Kotla,9.1,64,6,64,0,152
Gujarat Titans,Sunrisers Hyderabad,Arun Jaitley Stadium,8.2,59,3,58,0,121
Royal Challengers Bangalore,Punjab Kings,M Chinnaswamy Stadium,9.3,77,1,42,0,178
Lucknow Super Giants,Kolkata Knight Riders,Rajiv Gandhi International Stadium,17.8,107,4,47,0,125
Delhi Capitals,Chennai Super Kings,Feroz Shah Kotla,14.6,76,3,65,2,129
Punjab Kings,Royal Challengers Bangalore,M Chinnaswamy Stadium,11.6,96,3,63,1,163
Delhi Capitals,Royal Challengers Bangalore,Arun Jaitley Stadium,11.0,122,3,68,1,190
Royal Challengers Bangalore,Chennai Super Kings,Narendra Modi Stadium,17.4,124,1,38,1,141
Sunrisers Hyderabad,Kolkata Knight Riders,Eden Gardens,9.8,113,3,65,1,220
Lucknow Super Giants,Rajasthan Royals,Wankhede Stadium,5.7,32,2,26,0,175
Sunrisers Hyderabad,Mumbai Indians,Feroz Shah Kotla,6.9,57,2,60,0,187
Sunrisers Hyderabad,Punjab Kings,Eden Gardens,18.0,144,4,40,3,157
Delhi Capitals,Sunrisers Hyderabad,MA Chidambaram Stadium,9.0,105,2,37,2,202
Delhi Capitals,Sunrisers Hyderabad,Narendra Modi Stadium,6.2,37,2,39,0,135
